#Table1
u,g,r,i,z,redshift
19.34911,18.23343,17.6957,17.34042,17.17454,0.07510134
19.28165,17.11189,16.03327,15.53915,15.14538,0.07395959
18.68687,16.64324,15.72091,15.30344,14.97742,0.0762095
20.4884,18.652,17.7504,17.30228,17.00478,0.075734
19.73052,18.24515,17.47129,17.00042,16.6443,0.07463621
19.36851,18.06758,17.49732,17.15374,16.93287,0.07536609
19.62407,18.3604,17.7478,17.31829,17.06684,0.0762712
19.32548,18.08243,17.47206,17.07072,16.82507,0.07588968
19.672,18.39893,17.84535,17.48308,17.28784,0.07501414
18.30759,17.08434,16.37737,15.959,15.70102,0.07475523
18.92016,17.68052,17.13866,16.84003,16.58111,0.04301266
18.13096,17.09031,16.59908,16.30408,16.09261,0.04731026
19.36333,18.21006,17.78238,17.50996,17.33995,0.05837996
18.4288,16.56586,15.67248,15.22954,14.91135,0.07708023
19.42491,18.43935,18.13196,17.87107,17.72758,0.05017945
18.80086,17.64956,17.09324,16.69589,16.51476,0.0737325
18.97759,17.54116,16.80317,16.41916,16.13312,0.0893518
18.38904,17.13838,16.53887,16.12542,15.91946,0.07410009
18.56586,17.02243,16.19046,15.7528,15.44079,0.07445212
18.52837,16.86829,16.10001,15.70684,15.39236,0.04013307
18.89444,17.71186,17.20893,16.9027,16.717,0.04032306
18.36688,16.67468,15.83401,15.38898,15.07309,0.07401707
19.65782,18.30374,17.62366,17.21288,16.97947,0.07470901
19.12086,18.02803,17.54961,17.21422,17.12807,0.07344522
19.70067,18.04431,17.14543,16.72025,16.39722,0.07680483
18.74713,17.5313,17.06492,16.75348,16.52612,0.0400748
19.37128,17.95214,17.24973,16.85315,16.56933,0.07410645
18.42564,16.90672,16.10662,15.64825,15.28788,0.04018398
18.17224,16.85394,16.25895,15.9164,15.65053,0.04017433
18.40045,17.44397,17.1203,16.87672,16.70434,0.04026347
18.63536,16.84238,16.01727,15.4958,15.07772,0.04103979
19.64101,17.83811,17.07728,16.72558,16.43737,0.04093622
18.81811,17.2838,16.52309,16.08544,15.83666,0.07755527
19.8267,18.28664,17.47759,17.0476,16.75043,0.07748466
19.27318,18.119,17.63925,17.25893,17.07028,0.06191791
19.42106,17.59842,16.73602,16.32575,16.00626,0.06160604
18.76935,16.82972,15.93489,15.51074,15.19731,0.07727171
19.20774,17.24644,16.39377,15.98438,15.67019,0.04986571
18.79113,17.52324,16.82181,16.4489,16.20698,0.07770094
18.77363,16.93999,16.04068,15.61969,15.27554,0.07530008
18.25444,17.17575,16.72202,16.41927,16.22525,0.04784248
19.30964,17.61099,16.82529,16.44278,16.16044,0.04814501
18.94187,17.78875,17.22413,16.87805,16.6896,0.06389593
18.85399,17.44323,16.78887,16.39801,16.13158,0.0775177
18.5322,17.18199,16.4586,16.05459,15.78115,0.076873
18.31646,17.17831,16.72776,16.45679,16.27505,0.04642929
18.86559,17.93797,17.59938,17.27625,17.15216,0.0507142
18.93187,17.29161,16.45778,16.00194,15.6685,0.0777171
19.28275,18.16862,17.73627,17.48979,17.32665,0.07701109
19.64411,18.21338,17.73768,17.37891,16.97453,0.07667944
17.95845,16.21113,15.38632,14.97331,14.72561,0.04731878
17.34696,15.33229,14.4329,14.00067,13.66623,0.04639931
18.88531,17.63155,17.03513,16.66908,16.43774,0.07749061
17.91365,16.61925,15.99142,15.6545,15.41474,0.05010736
18.07688,16.8485,16.2953,15.98655,15.80281,0.04631858
20.39389,18.50812,17.58245,17.13103,16.78688,0.07702852
18.89418,17.82234,17.38655,17.05443,16.90056,0.06215688
18.35328,16.42267,15.5444,15.13684,14.81923,0.05253265
18.23273,17.14795,16.71303,16.40959,16.22526,0.05930642
19.19277,18.0039,17.55692,17.2516,17.12785,0.05943747
18.05308,16.71118,16.0661,15.69219,15.44494,0.05139739
18.47084,17.1393,16.58756,16.32086,16.16415,0.08230341
20.17427,18.33715,17.3871,16.95691,16.61213,0.08066209
19.36893,17.90998,17.14435,16.75305,16.42141,0.08111152
17.5959,16.28216,15.61181,15.25247,15.0168,0.06385551
20.27743,18.45648,17.5708,17.23269,16.93774,0.07620054
16.66867,16.13015,16.06531,15.87707,15.77312,0.03648656
18.01265,16.12985,15.223,14.81275,14.48419,0.07698749
18.98663,17.83775,17.37862,17.09112,16.92361,0.05216184
19.07106,17.63565,16.94109,16.54484,16.25972,0.07465415
18.0775,17.14544,16.85785,16.66489,16.5336,0.03565402
18.27938,17.01853,16.43882,16.06551,15.83543,0.04706498
18.73031,16.92396,16.07619,15.69624,15.39467,0.06035833
20.46429,18.45234,17.55575,17.16153,16.86264,0.0765324
19.78849,17.6966,16.72751,16.30149,15.97148,0.08232542
18.55791,16.60122,15.66565,15.24071,14.93594,0.08185522
20.1996,18.36302,17.46976,17.07501,16.76601,0.08254275
19.23372,18.08609,17.52267,17.15705,16.9715,0.08359831
19.19727,17.89067,17.26753,16.84382,16.5811,0.08209665
19.07873,17.75143,17.16846,16.85928,16.64563,0.08199313
18.11188,17.05121,16.62062,16.36913,16.20795,0.05101951
17.75305,15.87215,14.9942,14.59087,14.28695,0.05985913
18.55885,16.56037,15.63728,15.21241,14.89492,0.07915194
19.43704,17.96398,17.3288,16.98487,16.76864,0.05961111
20.02494,18.28852,17.41865,16.99818,16.66275,0.08198832
18.69212,16.85308,15.96914,15.54427,15.22833,0.07945877
19.13739,18.09288,17.6559,17.25584,17.12752,0.0819401
20.16067,18.19233,17.19503,16.79453,16.51383,0.07516389
19.36379,18.30539,17.81225,17.54892,17.41715,0.06392282
18.73941,16.75751,15.79654,15.37255,15.02552,0.08145477
19.46758,17.58313,16.61408,16.20055,15.86411,0.0828858
19.00871,17.81864,17.26374,16.88844,16.70857,0.08187691
18.06078,16.21302,15.24052,14.7797,14.44294,0.08189056
19.87607,18.49512,17.78419,17.38324,17.11849,0.08290298
20.02335,18.23127,17.31759,16.91586,16.59632,0.07920688
18.57528,16.67402,15.75758,15.34794,15.03465,0.0753039
20.7987,18.4943,17.68817,17.23947,16.913,0.07510293
20.7911,18.95969,18.10737,17.71281,17.38985,0.07495178
18.86957,17.87949,17.41431,17.09387,16.90251,0.08320528
22.24828,20.24197,18.93876,18.30609,18.06906,0.08185484
16.77582,15.00109,14.19483,13.78742,13.47279,0.04008595
19.88796,18.10379,17.19095,16.76173,16.44134,0.07143492
19.73228,17.89276,16.98344,16.57089,16.2721,0.07156478
17.88818,16.63334,16.0846,15.76838,15.56421,0.06057921
19.99813,18.32075,17.5495,17.14247,16.88815,0.07179555
18.87644,17.8516,17.50131,17.2853,17.14959,0.04821479
19.16599,17.80487,17.13454,16.76369,16.54878,0.0801296
17.9748,17.06512,16.67091,16.28721,16.18689,0.0718729
17.87763,16.5623,15.99183,15.67111,15.48841,0.0478534
18.01573,16.73947,16.22085,15.90815,15.70134,0.04847878
18.66157,17.48827,16.94899,16.60272,16.41844,0.07219684
18.11036,16.84673,16.15231,15.76305,15.5006,0.08995692
18.07636,16.16198,15.2931,14.88043,14.58777,0.04837527
18.40931,16.61812,15.80478,15.41184,15.11415,0.04824659
19.9692,18.4204,17.59736,17.11279,16.76493,0.08985756
19.66973,18.28825,17.5262,17.09097,16.81167,0.08913726
17.41915,16.42438,15.9285,15.61806,15.39895,0.04810444
19.03222,17.1346,16.26684,15.85519,15.55508,0.07183648
19.40249,18.21166,17.62963,17.27848,17.11694,0.08330234
20.24177,18.22994,17.24206,16.72284,16.35936,0.08253282
19.49504,18.08726,17.31102,16.88877,16.59524,0.08337064
19.21475,17.30218,16.3336,15.89387,15.57364,0.08339317
19.83665,18.14517,17.23925,16.7795,16.44683,0.08530828
19.96701,18.09789,17.15283,16.73621,16.39924,0.08674903
18.62739,16.64748,15.68849,15.26367,14.92507,0.08187259
20.53766,18.40635,17.4049,16.88854,16.54332,0.08721326
19.73512,19.10606,19.01828,18.51443,18.65483,0.0837586
19.38608,18.21876,17.69519,17.36528,17.15398,0.08357225
19.43506,18.59917,18.47414,18.20269,18.11547,0.04876805
20.05486,19.03961,18.74065,18.47268,18.35642,0.08167755
18.37451,17.35253,16.83532,16.37831,16.26353,0.08786316
18.23796,16.34508,15.45705,15.05288,14.75137,0.08318309
19.30657,18.14087,17.52223,17.09939,16.91166,0.08232437
17.91481,16.67935,16.09998,15.75276,15.55568,0.08221379
19.50488,18.27724,17.70707,17.35937,17.13341,0.07102071
18.60722,16.80526,16.02937,15.542,15.37842,0.07058822
18.18857,16.38734,15.53586,15.14129,14.83477,0.07130298
18.54813,17.54676,17.12257,16.78327,16.59354,0.06995335
18.80042,17.85289,17.45732,17.12614,16.99716,0.07149505
19.03243,17.81692,17.28252,16.95679,16.78914,0.0712128
18.53286,17.02861,16.27067,15.84491,15.57503,0.08214367
20.09882,18.20459,17.27204,16.8299,16.52628,0.08537375
19.26317,17.18443,16.25974,15.8285,15.50708,0.08014102
18.32043,16.74808,15.9983,15.60839,15.32572,0.08621106
17.77194,16.98489,16.84941,16.6137,16.54493,0.04684968
18.15018,16.15668,15.17356,14.67698,14.24533,0.04802551
20.06201,18.88749,18.40932,18.12974,17.94333,0.04857774
19.10185,17.72553,17.07246,16.67146,16.3632,0.04884202
19.4434,18.21607,17.74561,17.43686,17.25025,0.04762284
18.38017,16.60751,15.7413,15.28376,14.90303,0.04816229
18.70372,16.86898,16.02918,15.57427,15.28932,0.08133721
17.6679,15.95903,15.12243,14.67021,14.33357,0.04787529
19.14066,17.35583,16.52189,16.11772,15.80479,0.04660146
19.1929,18.09323,17.61686,17.3168,17.16804,0.08629435
20.24974,18.45378,17.6275,17.26622,16.97272,0.0815746
19.92256,17.99557,17.10538,16.68304,16.38404,0.07891055
17.62519,16.53577,16.10875,15.82956,15.69388,0.04721273
20.06988,18.22827,17.38347,16.98448,16.69649,0.06267707
19.23652,17.26917,16.31187,15.90075,15.57505,0.08523802
17.92242,16.93251,16.43412,16.05603,15.93605,0.08646487
19.05628,17.13535,16.18315,15.76618,15.46561,0.08450816
19.58891,17.83187,16.93761,16.5112,16.2049,0.08503357
19.5697,17.64595,16.71602,16.28703,15.9749,0.08062341
19.92378,17.81645,16.87849,16.44243,16.14091,0.08733964
17.95728,16.5758,15.95808,15.63156,15.35618,0.04065641
19.64016,17.86989,17.00305,16.53511,16.20093,0.08068316
19.65614,18.0088,17.05016,16.59942,16.25888,0.08501793
19.97824,17.91506,16.95959,16.5124,16.19473,0.08655626
18.9664,17.80812,17.28085,16.95233,16.77789,0.08267638
19.2687,17.27469,16.33022,15.90017,15.55043,0.08404355
17.76132,16.51327,15.89811,15.53069,15.31236,0.08944633
19.39609,17.79196,17.05459,16.66255,16.39441,0.08421928
19.94806,18.49323,17.74709,17.28919,17.06,0.08300352
19.45136,17.68343,16.75266,16.34103,16.03782,0.08230852
18.4528,17.10265,16.35018,15.93956,15.6536,0.08368644
18.39651,16.42703,15.49629,15.06263,14.74512,0.0859045
19.9102,18.13165,17.22503,16.81044,16.50771,0.08270188
18.52081,16.57027,15.64397,15.20877,14.9049,0.08147738
19.08941,17.29805,16.40156,15.95948,15.64634,0.08604767
20.69279,18.68181,17.7758,17.40291,17.0881,0.08989033
19.01725,18.23386,18.02628,17.70895,17.64249,0.07495255
20.43477,18.66932,17.70757,17.20103,16.78889,0.07421762
19.08644,17.91923,17.4331,17.09658,16.8951,0.07467972
19.45682,18.32555,17.86916,17.57512,17.41648,0.08160563
18.50276,17.43575,17.04051,16.74326,16.6486,0.08069104
19.6196,17.995,17.08082,16.62938,16.3042,0.08816124
20.24536,18.32689,17.46179,17.05345,16.72981,0.08383848
19.2278,18.15158,17.44356,17.01971,16.81961,0.0867744
19.4415,17.88884,17.13106,16.74086,16.46499,0.06313819
19.68068,17.97172,17.26032,16.81577,16.58859,0.08875424
17.55338,15.40861,14.39078,13.93707,13.65875,0.08437707
19.84888,17.78674,16.78178,16.32069,15.97903,0.08777136
19.6037,17.4932,16.4989,16.04767,15.72395,0.08596655
21.31217,19.17285,18.19834,17.7393,17.50204,0.08338592
19.92905,17.88638,16.91272,16.47528,16.20157,0.08472224
22.19785,20.19547,19.28227,18.82001,18.68326,0.08549321
18.71709,16.68054,15.72432,15.28335,14.94289,0.0817799
19.3725,17.51134,16.6095,16.18078,15.82753,0.0815488
19.24279,17.35203,16.40711,15.95917,15.61098,0.08307777
20.40289,18.55846,17.62415,17.20232,16.91166,0.08359272
20.00159,18.03333,17.06119,16.60908,16.27814,0.08726596
20.16811,18.23252,17.26232,16.82134,16.47479,0.08035102
19.47789,17.31384,16.31908,15.89283,15.54402,0.08487899
19.79687,17.84127,16.91672,16.46396,16.08722,0.08389962
19.76015,17.94275,17.05523,16.67424,16.39715,0.08603269
19.93137,18.20439,17.30186,16.88993,16.55088,0.08267602
18.91372,17.18237,16.31482,15.93609,15.60247,0.0874388
19.45532,17.29833,16.23499,15.75194,15.34404,0.08395665
20.02426,18.10333,17.10885,16.65508,16.28927,0.08451039
18.73,17.89373,17.70287,17.50237,17.47273,0.07257293
17.80882,16.69328,16.20976,15.83863,15.7328,0.08791302
18.98084,18.00597,17.71403,17.46633,17.39576,0.07412753
18.56254,16.53632,15.67159,15.26807,14.95342,0.04723661
20.70196,18.77929,17.96532,17.5674,17.26226,0.03768533
19.21985,17.4828,16.61537,16.16807,15.82089,0.08338104
17.62196,15.89371,15.04587,14.57785,14.21068,0.04783935
19.68745,18.0682,17.21789,16.7722,16.4633,0.08377423
19.34957,17.63393,16.89531,16.5632,16.30944,0.08149713
17.48737,15.91454,15.17432,14.80594,14.50529,0.0743883
19.79561,18.41966,17.73647,17.35831,17.11976,0.0832443
20.70908,18.85582,17.87786,17.36716,16.94988,0.08247026
19.78924,17.72868,16.80131,16.38268,16.0577,0.0841082
19.59785,17.90622,17.07287,16.63283,16.33897,0.08231052
19.23511,17.17944,16.19224,15.71656,15.32567,0.08177792
17.84553,15.89117,14.89601,14.44591,14.12877,0.08169714
17.42223,15.38766,14.36378,13.91004,13.5817,0.08434526
20.14781,18.1802,17.19974,16.74421,16.40947,0.08612508
18.43123,16.41587,15.46491,15.02502,14.70814,0.08493548
19.11974,17.16583,16.25837,15.82374,15.54291,0.08133531
19.09939,17.47021,16.54719,16.04517,15.71511,0.08805659
20.00522,18.11723,17.19509,16.75941,16.41483,0.08446144
19.59295,17.8746,16.90025,16.3968,16.04667,0.08261908
17.85619,15.85532,14.87731,14.40652,14.08923,0.08186449
20.5017,18.22564,17.2236,16.69511,16.29509,0.08414804
19.78787,17.80971,16.83478,16.39056,16.05484,0.08350307
19.64924,17.88325,16.9955,16.57714,16.27409,0.08179429
19.80976,17.93692,16.9879,16.54233,16.19124,0.08637885
19.88163,18.02984,17.13031,16.70833,16.39182,0.07859632
19.35013,17.4442,16.50888,16.06919,15.73579,0.07840956
19.75987,17.87545,16.93746,16.49617,16.20575,0.08439431
19.2312,17.23773,16.25869,15.76289,15.37891,0.08152135
19.47792,18.56142,18.23998,17.95616,17.93719,0.08326132
21.79302,19.9311,19.1293,18.73402,18.52998,0.08210064
20.10339,19.17816,18.83044,18.51013,18.44227,0.04425642
19.18588,17.73285,16.89483,16.39264,16.08537,0.07803252
19.26975,17.48028,16.67937,16.28424,16.04531,0.08170553
19.70069,17.79415,16.8989,16.49496,16.19222,0.08103155
19.30526,17.39048,16.47264,16.04704,15.75101,0.08243853
19.01593,17.86199,17.29808,16.90903,16.72317,0.08413917
19.11002,17.93924,17.43603,17.07185,16.8707,0.06454878
20.00293,17.97489,17.07306,16.6714,16.35735,0.07474796
16.88283,15.34853,14.57638,14.17368,13.84184,0.03457265
18.48063,17.20797,16.73704,16.44092,16.28824,0.03399407
19.71259,17.82677,16.84741,16.41108,16.02072,0.08571993
18.86803,17.27569,16.47858,16.03968,15.69055,0.06377484
18.94591,16.88308,15.99309,15.52619,15.17921,0.08830596
19.6957,17.76959,16.86443,16.43927,16.10369,0.06354916
19.63482,17.99774,17.26559,16.91258,16.62622,0.08880808
19.77724,18.35131,17.59825,17.1214,16.81134,0.08541083
18.50181,17.21841,16.72259,16.4135,16.18869,0.05590439
19.4143,18.37957,17.8603,17.47033,17.31006,0.08578822
18.53319,17.69641,17.4142,17.25908,17.14406,0.03112193
17.89288,16.12018,15.26853,14.82306,14.42419,0.05050373
16.71868,14.98913,14.1312,13.71211,13.35774,0.03133979
17.42209,16.27511,15.71882,15.34729,15.12525,0.06510382
19.52426,18.23872,17.65928,17.33184,17.05731,0.06500082
19.99611,18.23724,17.38565,17.0283,16.76049,0.08389378
20.02753,18.47145,17.71337,17.33482,17.04233,0.0832576
18.00094,16.10573,15.21562,14.78638,14.45551,0.03587253
18.34877,16.78679,16.00201,15.58171,15.28008,0.08467862
19.31866,18.27407,17.74884,17.41618,17.24165,0.07470067
19.29416,17.97134,17.26079,16.86013,16.56031,0.08692535
18.27173,17.0717,16.65145,16.39055,16.27766,0.03641907
19.34314,18.12056,17.55584,17.19446,16.9961,0.08592108
17.37104,15.78487,14.98982,14.58674,14.25872,0.03910941
19.51073,18.05851,17.59638,17.33996,17.29404,0.03917867
18.6673,16.70426,15.81967,15.40313,15.06115,0.05955937
17.94459,16.51015,15.8354,15.40969,15.10252,0.06012432
19.58396,17.64963,16.73063,16.29203,15.94702,0.06164807
18.1781,16.13568,15.28753,14.89827,14.56479,0.06063098
18.38625,16.39808,15.40492,14.88012,14.50048,0.06067357
19.62514,18.32828,17.58572,17.18716,16.86981,0.0602834
20.21442,18.23255,17.27925,16.77607,16.35028,0.06058307
18.77188,17.15955,16.35564,15.94145,15.65799,0.0603932
19.38031,18.07652,17.34212,16.86341,16.50079,0.08483262
19.05616,17.70945,16.99192,16.54076,16.26619,0.08539017
18.5481,17.3771,16.71891,16.30875,16.06784,0.08583559
18.99146,17.07726,16.12667,15.69658,15.36008,0.08484705
19.00578,17.89613,17.37406,17.02465,16.81729,0.08506283
19.03796,17.35102,16.56406,16.19586,15.90696,0.03836075
19.55911,17.67387,16.70643,16.32966,16.03905,0.07696021
18.77364,17.53109,16.97743,16.6258,16.41043,0.07662232
18.65073,17.0002,16.17196,15.69725,15.35611,0.08180232
18.27637,16.53353,15.7278,15.34265,15.04055,0.06747919
20.28077,18.45165,17.75245,17.28513,17.11669,0.08143172
19.92492,18.33978,17.59294,17.16255,16.85013,0.0800288
19.49018,18.69087,18.40932,17.98627,17.87467,0.08137379
21.35357,20.18276,20.03235,19.64069,19.67384,0.06311004
17.46768,15.51855,14.64059,14.21238,13.86848,0.0385065
19.14289,17.58933,17.22007,16.97656,16.92214,0.05014241
20.5669,18.59056,17.53486,16.99041,16.58799,0.07299092
18.79946,17.73359,17.34284,17.07536,16.99379,0.07181372
18.94084,17.00369,16.04463,15.61973,15.28907,0.07479683
19.43159,17.70729,16.8847,16.48779,16.18326,0.07494994
19.08509,17.32444,16.4037,15.94173,15.59604,0.07265735
20.60345,18.70613,17.78111,17.36436,17.03412,0.07581438
19.39802,18.13951,17.58616,17.18673,16.97219,0.07251223
19.08934,17.37336,16.47905,16.02317,15.66737,0.07332443
18.60505,17.53642,17.12961,16.8131,16.7335,0.07227067
20.10371,17.7999,16.71217,16.16045,15.67794,0.07240881
18.48334,16.73492,15.86348,15.43764,15.11534,0.06443468
23.50078,21.14613,21.12502,20.54267,22.49407,0.05070104
18.77473,17.50287,17.00204,16.71657,16.57352,0.05053042
20.18053,18.58985,17.81072,17.41763,17.11458,0.04348034
18.58477,17.23203,16.43939,16.03147,15.74178,0.08248463
19.29902,18.13118,17.59174,17.24161,17.0115,0.069855
18.78841,17.2533,16.40917,15.97491,15.64878,0.0852924
19.06614,16.99465,15.9954,15.52767,15.17155,0.08313769
19.8616,18.14814,17.25532,16.87307,16.56245,0.08410072
18.40498,17.14952,16.57796,16.23831,16.03331,0.08400386
18.84212,17.68028,17.15309,16.79472,16.62314,0.084067
19.4942,18.05807,17.27173,16.86168,16.52768,0.08387157
18.25967,16.3059,15.33127,14.91853,14.57861,0.08314948
18.21854,16.48347,15.65366,15.2478,14.92775,0.06509142
18.39147,17.15819,16.65509,16.33485,16.16603,0.06493402
17.36732,16.20892,15.69143,15.37844,15.14175,0.04364219
19.55528,17.73928,16.86703,16.4481,16.11761,0.0867205
18.41918,17.27801,16.805,16.51095,16.3182,0.04804159
18.66148,17.21544,16.44024,16.02297,15.70256,0.07389112
18.05824,16.40586,15.55279,15.08307,14.73853,0.06551905
18.34064,16.31785,15.34878,14.85411,14.49675,0.0648197
19.1644,17.21216,16.32792,15.91253,15.59378,0.06514609
17.6798,16.31506,15.61499,15.23855,14.94744,0.03963303
18.65083,16.79951,15.92842,15.53002,15.20865,0.0644965
19.56287,17.70597,16.75658,16.21105,15.77371,0.03989328
20.42588,18.31216,17.35057,16.83183,16.43873,0.0642837
17.77293,16.36301,15.65379,15.24727,14.97984,0.08997068
19.06807,17.87498,17.24703,16.87582,16.63868,0.08343689
19.4641,18.00401,17.5045,17.19832,17.03392,0.05463228
18.92155,17.6929,17.04097,16.60764,16.39481,0.0745896
18.8859,17.76088,17.27094,16.94378,16.80268,0.07233746
18.18591,17.25832,17.01682,16.73008,16.67341,0.07243424
18.77667,17.89857,17.64021,17.37638,17.31829,0.07235449
19.09076,17.28338,16.42633,16.02861,15.70525,0.04776745
19.44897,18.17198,17.72415,17.43931,17.27703,0.04754238
19.09632,17.93002,17.40165,17.01023,16.8565,0.07828303
18.69406,17.2767,16.59267,16.15951,15.90048,0.07767534
19.70039,18.46644,17.85359,17.55503,17.31547,0.07875591
19.62469,17.64522,16.60171,16.14803,15.7768,0.08849179
19.59267,18.59666,18.2714,17.98486,17.86315,0.07670894
19.40747,18.18384,17.63447,17.30875,17.24898,0.08081605
19.33891,17.8769,17.47027,17.22255,17.06833,0.04302324
19.39497,18.07407,17.62213,17.32347,17.19109,0.08866273
19.00835,17.06702,16.12363,15.70228,15.35997,0.07318164
18.68034,17.63359,17.17096,16.83735,16.71814,0.0876972
19.54466,18.2567,17.62187,17.23841,16.9741,0.06849624
20.14659,18.39554,17.53191,17.17945,16.87054,0.08981373
18.69757,17.67778,17.3643,17.12056,17.00994,0.04991531
18.67909,16.77078,15.82724,15.32771,14.94655,0.07380059
17.51416,16.18372,15.6094,15.29982,15.12316,0.0401581
17.8931,16.45904,15.89366,15.55947,15.30833,0.04872853
18.36421,17.3393,16.97813,16.73115,16.60979,0.04840347
19.67821,18.13201,17.43587,17.10654,16.85023,0.07275676
20.23432,19.38698,19.53805,18.97802,19.32219,0.07477558
18.96725,17.82251,17.33524,17.02095,16.8532,0.0621128
19.41632,18.65988,18.52283,18.17615,18.13911,0.0624137
17.55079,16.20182,15.49748,15.04686,14.73689,0.06149595
19.68704,17.86954,16.95123,16.49211,16.08538,0.07453321
19.87526,18.46817,17.80615,17.43936,17.17441,0.07533617
19.56516,17.62949,16.68799,16.29173,15.91588,0.07551581
18.57968,16.78172,15.81823,15.31559,14.8885,0.07556868
18.9136,17.10846,16.25669,15.83728,15.51905,0.05013565
20.04464,18.24463,17.32952,16.85167,16.47478,0.07543427
17.78842,16.52505,15.96703,15.62261,15.42707,0.07711201
19.78517,17.92597,16.99352,16.59735,16.24621,0.07699006
19.0829,18.05027,17.61897,17.39613,17.23797,0.07711183
19.72032,18.27155,17.55572,17.19385,16.94859,0.08083878
18.65674,17.57397,17.14364,16.89693,16.73161,0.05168007
18.86171,17.1336,16.36422,16.00438,15.73102,0.05142741
18.47667,17.32184,16.77806,16.4681,16.24651,0.0643077
18.70638,17.78533,17.54214,17.27623,17.22145,0.06467283
18.78305,17.589,17.07884,16.76304,16.5659,0.06444607
19.88767,17.96338,17.0904,16.70033,16.4135,0.08323594
19.11688,18.06763,17.46507,17.12511,16.94894,0.08446588
20.11829,18.41495,17.56465,17.18363,16.88807,0.08380923
19.27377,17.53024,16.66502,16.25797,15.94014,0.0768301
19.28931,18.14146,17.64006,17.36165,17.2158,0.08390094
19.06605,17.17739,16.24429,15.8093,15.46751,0.08147936
19.20374,17.61608,16.89959,16.4966,16.21771,0.08288149
19.95892,17.96223,17.03649,16.61989,16.28059,0.0803973
19.29103,17.51435,16.57959,16.10045,15.74404,0.08026797
18.47885,16.43985,15.48277,15.03985,14.69474,0.08050773
19.76724,17.74265,16.78088,16.35669,16.01927,0.07673916
19.22352,18.00232,17.37943,17.0111,16.76524,0.06460119
19.13766,17.23995,16.29899,15.78274,15.38905,0.04570889
19.52121,17.7441,16.88671,16.40612,16.02948,0.06296776
20.13488,17.77816,16.62261,16.04933,15.6056,0.08021138
20.33783,18.60011,17.97433,17.48784,17.43337,0.07030654
18.62672,17.24185,16.66062,16.28336,16.01912,0.06987419
18.33496,16.86486,16.12504,15.7163,15.41633,0.06984089
18.54785,16.8902,16.04284,15.58536,15.23375,0.06453946
18.76178,17.56904,17.17087,16.79988,16.74775,0.07294767
18.6288,16.95032,16.20076,15.76268,15.44596,0.06938305
17.53849,15.78786,14.9577,14.50264,14.2035,0.06343265
17.82232,16.77606,16.33072,15.96423,15.79552,0.06262219
18.9379,18.07063,17.7687,17.47927,17.428,0.07421976
19.01005,17.4565,16.64985,16.12796,15.78517,0.0858379
18.96667,16.99418,16.01497,15.57269,15.20947,0.08539967
18.3126,16.54343,15.65867,15.23051,14.87113,0.0844093
20.21796,18.29025,17.38269,16.98769,16.71031,0.0796707
18.90142,16.91346,15.93626,15.49382,15.12776,0.08517714
20.84861,18.8435,17.82355,17.25382,16.84701,0.0754328
18.93353,16.98117,16.04544,15.60755,15.27932,0.08571817
18.8115,17.67166,17.08666,16.44283,16.44788,0.08185273
18.6695,17.27253,16.70132,16.3242,16.04939,0.08136201
19.08723,17.12725,16.21387,15.77308,15.43097,0.07949528
20.00364,18.13887,17.20021,16.7514,16.39611,0.08612102
20.01552,18.33788,17.50533,17.13532,16.81858,0.07925759
18.94724,16.93945,16.02719,15.5921,15.2338,0.06443697
18.73125,17.32479,16.61528,16.22564,15.93428,0.08935121
17.50309,16.12255,15.50542,15.14933,14.95053,0.04619598
20.07644,18.1922,17.14326,16.62183,16.20358,0.08549848
18.67577,16.66072,15.65215,15.20135,14.83638,0.08773474
19.92786,17.99183,17.04743,16.62641,16.30155,0.08698137
19.46999,17.62246,16.7987,16.39751,16.10277,0.04646964
18.85229,17.63904,17.04734,16.71426,16.4725,0.03546179
19.64571,17.72276,16.85129,16.44848,16.11391,0.06481871
18.22104,17.05559,16.58764,16.29906,16.09243,0.04747811
19.04115,17.38003,16.6373,16.16045,15.83395,0.06247292
17.90808,16.75098,16.49705,16.62966,16.19007,0.03545549
20.11273,18.52711,17.61176,17.03841,16.72888,0.08655048
18.16686,16.36014,15.51101,15.11288,14.77663,0.04720632
19.96493,18.18508,17.27958,16.87634,16.57329,0.08680082
17.70363,15.68413,14.75272,14.29722,13.95347,0.0650453
18.83399,17.57686,16.94633,16.55366,16.31444,0.08850689
19.50447,17.60776,16.69411,16.26086,15.91449,0.08085039
17.57675,16.35207,15.79105,15.44982,15.19207,0.03502265
19.92382,18.31118,17.56995,17.19378,16.93666,0.08252737
18.24147,16.36091,15.51062,15.09205,14.76688,0.05647835
19.38729,18.11767,17.59908,17.27139,17.03778,0.07743941
18.85771,17.3365,16.60225,16.17563,15.9129,0.08826268
16.40321,15.30992,14.76459,14.44112,14.18412,0.03448851
18.99793,17.98879,17.67329,17.42834,17.35325,0.06573609
18.41656,16.56373,15.71462,15.29309,14.9937,0.0450113
18.82732,17.75511,17.38534,17.10863,16.95858,0.04573169
16.31679,14.43822,13.60812,13.18927,12.87464,0.03264382
18.02533,16.21547,15.3897,14.99442,14.66485,0.03367543
17.80942,16.91912,16.53034,16.2816,16.08997,0.03270039
16.89136,15.26652,14.54051,14.14228,14.03142,0.03367684
18.51634,17.22942,16.62367,16.30447,16.00748,0.0324094
18.86359,17.63915,17.2496,16.99328,16.77546,0.04574162
