#Table1
u,g,r,i,z,redshift
18.62027,17.40614,16.85332,16.50364,16.29497,0.08252151
19.04715,18.06803,17.70472,17.46317,17.29721,0.04987235
18.60609,17.75529,17.5005,17.21032,17.15631,0.0821519
18.99725,17.79724,17.18187,16.84208,16.62054,0.08899605
19.38513,17.74258,16.89299,16.41723,16.06977,0.08273352
19.34769,18.12269,17.70612,17.42069,17.32476,0.0831046
18.67687,17.57505,17.09365,16.81913,16.61357,0.03349871
19.13233,17.83743,17.24699,16.90425,16.61663,0.07959109
17.72758,16.86064,16.57053,16.23064,16.17709,0.07311461
18.65488,17.34237,16.79778,16.49659,16.24572,0.0329398
20.17481,19.38988,18.90324,18.46421,18.34146,0.07795499
17.56767,16.55537,16.18516,15.93228,15.79129,0.0433136
17.82606,17.20337,17.22204,15.79415,16.15763,0.04167232
19.3652,17.25771,16.38629,15.91233,15.57701,0.08134449
20.11917,18.3072,17.4293,17.02153,16.75036,0.08231286
19.55998,17.59102,16.65942,16.20569,15.88435,0.0842682
19.00873,17.84218,17.30995,16.94777,16.75808,0.08040725
19.77718,18.27284,17.35065,16.82636,16.41728,0.08195518
19.21392,17.17896,16.20582,15.76118,15.41096,0.08483236
17.52109,15.52181,14.61174,14.18606,13.86241,0.04783129
18.09523,16.82764,16.18942,15.83503,15.58671,0.04815651
19.97703,18.59941,17.81507,17.35777,17.06856,0.08419466
18.56343,17.65713,17.41508,17.1833,17.13317,0.08248562
19.3503,17.42805,16.47407,16.0445,15.71315,0.08375164
18.76653,17.76281,17.38591,17.07271,16.98377,0.07842842
19.46278,17.49305,16.56751,16.12209,15.81059,0.0781901
19.11557,18.10245,17.6475,17.30573,17.17745,0.0823492
19.25298,17.98821,17.43133,17.14298,16.99962,0.07796439
19.3846,17.52531,16.61749,16.20598,15.91255,0.0765987
19.03999,17.64399,16.97668,16.57259,16.30782,0.08499054
19.50069,17.4236,16.53175,16.09165,15.86524,0.08285756
19.80453,17.99278,17.08247,16.66018,16.33522,0.08908771
18.59871,16.69831,15.7617,15.32617,14.99046,0.08299146
19.66518,17.93068,17.03095,16.62531,16.31942,0.08356205
19.18363,17.27884,16.40074,15.98646,15.67576,0.08403031
18.14215,16.20995,15.25832,14.81982,14.49117,0.08324227
18.07192,16.79616,16.12754,15.72277,15.46449,0.08617965
18.33965,16.82689,16.03311,15.60183,15.30648,0.08540206
18.54905,17.13341,16.373,15.9425,15.65469,0.08603068
17.23585,16.17703,15.68132,15.31794,15.13794,0.07297537
19.64354,18.03631,17.51636,17.16488,16.99206,0.08526821
19.28815,17.50352,16.63122,16.20306,15.89876,0.07287462
20.58372,18.62193,17.59328,17.06514,16.67448,0.08610909
18.70406,16.9675,16.07882,15.63771,15.31816,0.07919469
19.3153,17.75636,16.92498,16.47831,16.12396,0.06707777
19.27683,18.16884,17.6269,17.30626,17.13501,0.0739776
18.87159,17.09954,16.27324,15.86999,15.55939,0.07414491
19.58327,17.68057,16.77472,16.37111,16.05916,0.07370726
19.37177,17.41946,16.52911,16.12661,15.79066,0.07245345
19.80576,18.39155,17.59099,17.08957,16.71148,0.07387052
17.5338,15.57223,14.63242,14.21154,13.87698,0.07398618
19.95817,17.92295,17.00605,16.58061,16.23685,0.07268252
18.68036,17.16083,16.4977,16.15339,15.95089,0.05486755
18.24141,16.52548,15.70384,15.29207,14.99014,0.07302039
19.72872,17.86836,17.16718,16.7507,16.42167,0.03756302
20.61926,18.81547,17.93553,17.52446,17.17736,0.08669474
18.80614,17.81475,17.43618,17.16494,17.0636,0.07476529
19.41193,18.24056,17.80163,17.55083,17.45877,0.05402213
19.77922,17.9442,17.01843,16.57514,16.2685,0.08601461
18.55373,17.45622,17.10391,16.87881,16.76909,0.04750311
18.84239,16.99919,16.13504,15.65789,15.31168,0.0553918
19.33614,18.11287,17.58092,17.24683,17.12402,0.08599704
18.49781,16.58155,15.3576,14.94174,14.4368,0.08544836
20.143,18.26576,17.31609,16.93154,16.64412,0.0857064
19.29455,17.30956,16.34168,15.888,15.55415,0.08464593
19.68717,18.33545,17.654,17.23056,16.94549,0.08187931
18.54319,17.37838,16.7857,16.40873,16.20334,0.07182053
16.60253,15.56814,15.10822,14.74763,14.57283,0.07180949
18.90957,17.6294,17.01465,16.62059,16.35239,0.08619995
18.91506,17.83475,17.45376,17.18355,17.05292,0.07215717
20.1724,18.60164,17.72359,17.25616,16.87709,0.07219128
17.23068,16.02504,15.44141,15.06088,14.84848,0.05945655
17.6926,16.40745,15.89602,15.54452,15.33762,0.06000935
19.93562,18.29298,17.38942,16.95554,16.61676,0.08515559
18.66186,17.52181,16.9601,16.5917,16.40111,0.05993758
19.6565,17.93319,16.97676,16.43069,16.08311,0.08594565
19.0133,17.95044,17.50006,17.11269,17.00704,0.08619196
18.38858,16.56007,15.62127,15.18914,14.84446,0.08620654
18.79221,17.38159,16.69894,16.28947,16.04127,0.08623185
20.93046,18.71971,17.75239,17.35083,17.02078,0.08870041
18.78919,17.82208,17.53791,17.34827,17.26361,0.04669247
20.29463,18.63702,17.83295,17.47701,17.2033,0.08771932
19.282,17.82177,17.06949,16.65561,16.38814,0.07888185
19.12142,17.81352,17.21663,16.8503,16.61162,0.05372864
19.18987,17.97575,17.44754,17.1133,16.93735,0.06210537
19.67993,18.24754,17.87392,17.55058,17.47783,0.06902908
19.82319,18.51228,17.78733,17.36417,17.10077,0.08893291
19.71965,17.90458,17.03181,16.60721,16.28301,0.08690504
18.04154,16.89675,16.44096,16.16886,16.02951,0.05403657
18.68796,17.34869,16.69177,16.31319,16.07411,0.07393215
20.0276,18.41582,17.53338,17.05119,16.70993,0.08409175
20.03286,18.41889,17.67088,17.29356,16.97623,0.07010783
19.39651,18.17157,17.6583,17.32038,17.09888,0.05484386
17.91054,16.01636,15.15047,14.74799,14.41321,0.05312244
16.90261,14.86455,13.94445,13.48778,13.1531,0.05385043
19.06582,17.13796,16.25829,15.85007,15.51161,0.05257575
19.86049,17.92353,17.05089,16.64418,16.31456,0.05194261
19.0983,17.34812,16.48849,16.04853,15.71999,0.05477432
20.26803,18.36559,17.49528,17.09014,16.76133,0.05525673
19.21972,17.75347,17.05206,16.68152,16.41764,0.08305207
19.80807,17.84403,16.89211,16.48142,16.1458,0.08714713
19.2363,17.78179,17.03972,16.61317,16.3204,0.07704814
17.0012,15.13894,14.2742,13.84731,13.52538,0.03777667
20.16183,18.17917,17.26822,16.8307,16.49987,0.07657462
19.42079,17.95425,17.19159,16.74849,16.46587,0.0858703
19.23596,17.94402,17.38633,17.06179,16.88092,0.08612453
18.89009,17.30972,16.54144,16.14018,15.85692,0.0824898
19.70605,19.01076,18.81846,18.52777,18.5234,0.0820992
19.12783,17.06174,16.08226,15.63881,15.2848,0.08386301
20.30493,18.36864,17.6054,17.18761,16.91353,0.08192842
18.42219,17.16605,16.64441,16.33321,16.13047,0.03876558
19.47774,18.12811,17.4746,17.09704,16.82658,0.0545384
18.64782,17.582,17.13972,16.86729,16.71394,0.0550021
18.58862,17.16551,16.52107,16.13058,15.87032,0.05239152
17.84077,16.87843,16.57702,16.31578,16.21686,0.05522292
18.92693,17.66947,17.09922,16.77706,16.58121,0.05174529
19.3097,18.25607,17.87624,17.61627,17.47039,0.05328115
19.73551,18.12777,17.33274,16.94155,16.67645,0.05135597
18.86248,17.44011,16.705,16.3257,16.0315,0.08353408
16.67291,14.77181,13.92512,13.52125,13.19177,0.03034461
18.79421,16.76906,15.84059,15.38423,15.0123,0.05357988
19.23084,18.09652,17.59279,17.23322,17.06779,0.05468533
18.55262,16.65827,15.77131,15.38226,15.03346,0.06053828
19.25578,18.06403,17.47745,17.11109,16.93732,0.08797427
18.13594,16.34063,15.49986,15.0692,14.7437,0.03024096
18.80728,17.59773,17.08965,16.7366,16.56378,0.0827344
20.00782,18.39891,17.67687,17.26739,16.9974,0.07224317
19.72067,18.2049,17.41416,16.95047,16.66108,0.05568828
19.43945,18.05282,17.32316,16.90354,16.64619,0.08982839
18.37933,17.19518,16.70301,16.40278,16.22928,0.05070959
19.13586,17.20045,16.29001,15.84536,15.53553,0.0720422
19.06568,18.03927,17.74532,17.4808,17.4591,0.07224347
19.00066,17.83924,17.35644,17.02655,16.90735,0.07206224
18.80053,17.63767,17.12134,16.78721,16.6034,0.07208931
17.87388,16.75898,16.21795,15.86384,15.65593,0.05695744
17.69016,15.83116,14.96459,14.52915,14.15115,0.04161466
20.14275,18.02563,16.97355,16.43753,16.04325,0.0831912
18.35956,17.41581,17.05723,16.78743,16.67935,0.08320607
18.24566,17.03488,16.38696,15.93114,15.6822,0.0668841
18.82276,17.50162,16.8302,16.38239,16.11871,0.08841213
19.32635,17.29487,16.30346,15.85699,15.50844,0.08863762
20.51432,18.54781,17.67983,17.25498,16.98793,0.0655529
22.33997,17.80767,16.94828,16.7417,16.75068,0.05118709
19.84291,18.13289,17.3553,16.94298,16.63723,0.06883024
23.56528,22.36682,20.86425,19.89256,19.40071,0.07024196
20.83714,20.10093,20.23134,19.67163,20.01647,0.07220621
19.28471,17.31524,16.37696,15.96896,15.62748,0.07893924
19.1357,17.50023,16.63674,16.17097,15.83961,0.08536613
18.00773,16.02731,15.146,14.73265,14.41967,0.05216748
19.02542,17.86902,17.26559,16.91658,16.73714,0.05725671
18.97721,17.53231,16.96164,16.59701,16.34759,0.0798529
19.54798,18.3031,17.84564,17.49232,17.31134,0.07815197
18.94439,17.67467,17.22398,16.91208,16.74674,0.05580667
18.42575,17.2269,16.78532,16.47043,16.24646,0.0509048
18.82827,17.23942,16.40702,15.96251,15.65501,0.07799067
18.28068,16.83719,16.12854,15.71379,15.43408,0.07012747
18.99217,17.23636,16.32598,15.84818,15.47004,0.04825059
19.71928,18.18897,17.44687,17.00976,16.64625,0.08784831
21.98817,21.7005,20.1939,19.29393,21.08556,0.08518659
19.93253,18.28431,17.57385,17.2307,16.95308,0.07187627
18.52283,17.47162,17.06859,16.73775,16.59613,0.06838954
19.29216,17.42861,16.67367,16.24275,16.01284,0.08846627
18.73434,17.05101,16.19395,15.77062,15.4625,0.08913422
18.90236,16.95471,15.98609,15.554,15.20439,0.08885184
20.04609,18.02807,17.01896,16.55101,16.18028,0.08934824
19.99463,18.06728,17.1288,16.6977,16.36417,0.08916882
19.62852,17.7577,16.89331,16.49315,16.18765,0.08764341
18.98702,17.33801,16.45461,16.03303,15.73078,0.08756826
17.77457,16.54365,16.01478,15.71518,15.54975,0.04841949
18.90689,16.99115,16.04722,15.56167,15.18045,0.07139824
17.62532,16.58125,16.06725,15.60656,15.47072,0.08657026
19.19967,17.92354,17.48834,17.16457,16.94097,0.04884209
20.48354,18.70346,17.71829,17.15438,16.7597,0.08292297
19.14625,18.17151,17.75858,17.43331,17.24307,0.07885719
20.07974,18.35154,17.52218,17.115,16.79742,0.08252623
16.40919,15.14074,14.58754,14.26358,14.05094,0.04319106
18.52595,17.60915,17.43612,17.18556,17.42134,0.04308878
19.25912,17.3836,16.43895,16.01874,15.67402,0.08297165
18.6029,16.75916,15.896,15.48863,15.17638,0.07672911
19.57302,17.9783,17.17944,16.7653,16.45553,0.07721839
19.85227,18.13178,17.30563,16.91092,16.59023,0.05328678
18.23826,16.43659,15.49319,15.02609,14.69862,0.07752701
18.50296,17.2484,16.60729,16.22524,15.9582,0.07741303
18.75005,17.70355,17.43038,17.20261,17.07534,0.05050797
19.16559,17.45569,16.60459,16.18875,15.8806,0.07767507
18.10488,17.11778,16.75943,16.49987,16.33293,0.05037266
18.72371,17.49792,16.94547,16.59299,16.39019,0.0662869
17.93407,16.80008,16.41592,16.14116,15.95331,0.05289132
19.99669,18.24297,17.44572,17.05608,16.74894,0.05495968
20.18091,18.28392,17.41844,17.04426,16.77004,0.08390551
18.88183,17.47956,16.79626,16.40355,16.11326,0.07501493
18.41111,16.58876,15.74037,15.34078,15.07259,0.04018329
18.59415,16.66158,15.80565,15.38903,15.06264,0.05445964
18.7636,17.67622,17.25727,16.94626,16.83453,0.05373521
17.60854,15.68361,14.81363,14.37614,14.05515,0.05408176
19.32667,17.61653,16.80138,16.43944,16.14275,0.05380911
18.82191,17.55587,16.83346,16.40563,16.08145,0.05457829
20.36834,18.42204,17.5224,17.11634,16.76724,0.08547468
17.90811,17.02136,16.66558,16.53124,16.35761,0.03854642
20.38153,18.47807,17.54018,17.0763,16.73083,0.08534724
20.09657,18.16282,17.2357,16.78925,16.4453,0.0844623
19.55059,18.33645,17.6887,17.28232,17.01763,0.08462054
18.68166,17.64564,17.31294,17.05722,16.97098,0.05702791
19.12024,17.69956,16.93745,16.53464,16.24883,0.08498748
19.33494,18.20294,17.68095,17.29539,17.10476,0.05666894
17.80646,16.03512,15.18551,14.72971,14.39542,0.05680348
19.07587,17.73221,17.07248,16.75731,16.51778,0.05585783
18.42074,17.54661,17.30164,17.19737,17.07003,0.030513
19.98552,18.52004,17.81549,17.47892,17.19779,0.05611819
20.91225,19.39582,19.63703,18.60943,18.35645,0.05396949
19.14897,17.25221,16.38123,15.9645,15.64994,0.05365314
18.79897,17.43114,16.68112,16.23856,15.9294,0.05376692
19.70499,18.19396,17.37883,16.92132,16.63044,0.08737327
17.38755,15.82455,15.01268,14.60569,14.29962,0.03415633
19.80249,18.35031,17.75369,17.4064,17.19409,0.07124483
18.91607,17.71233,17.03147,16.62466,16.36959,0.07144288
17.3529,15.6028,14.83,14.4553,14.18841,0.03411444
18.12772,16.60534,15.82694,15.43597,15.13739,0.07821123
18.62376,17.53307,17.00653,16.6542,16.51155,0.07799643
19.28238,17.71579,16.90836,16.48062,16.21667,0.0785252
18.35971,16.70074,15.93629,15.5736,15.31809,0.03126918
18.51696,17.24725,16.70527,16.35122,16.1506,0.07198604
20.09239,18.3759,17.66734,17.31345,17.07718,0.03052791
19.28595,17.89668,17.16243,16.74519,16.47765,0.07803259
18.0888,16.1536,15.281,14.85968,14.54567,0.05590431
20.20303,18.34844,17.51751,17.12135,16.86193,0.05545395
18.85635,17.8082,17.31172,16.98796,16.81466,0.07242634
18.35083,16.25533,15.33573,14.89746,14.55007,0.05668327
19.12662,17.48029,16.63375,16.21951,15.91109,0.05619664
19.55843,18.21319,17.56859,17.17946,16.93549,0.07768463
18.97523,17.05098,16.16112,15.74566,15.40655,0.07818537
19.27719,17.72229,16.93061,16.49159,16.17148,0.07793455
18.92523,17.6131,16.82347,16.44791,16.14858,0.08266068
19.4866,17.40377,16.63927,16.16722,15.82551,0.08268715
19.87027,18.41397,17.64125,17.1699,16.83895,0.08232655
18.18663,16.68011,15.95134,15.5676,15.28308,0.05012248
18.14528,16.65487,15.91249,15.51135,15.13231,0.04976194
19.1657,17.3779,16.53275,16.10896,15.78371,0.0503807
18.54732,17.45159,16.97853,16.64967,16.4966,0.05823163
20.13314,18.44197,17.53408,17.11614,16.79106,0.07062043
18.56797,16.70754,15.82219,15.38564,15.0661,0.075087
18.11523,16.90785,16.30019,15.91271,15.69976,0.06906462
19.84759,17.92167,17.02175,16.58364,16.27862,0.06440099
20.89701,19.78399,19.87876,19.25019,19.30284,0.0823471
19.97351,18.18283,17.3693,16.99227,16.67704,0.04619639
18.58996,16.67541,15.85034,15.46115,15.15348,0.04322844
18.16848,16.45686,15.64913,15.26141,14.93918,0.03486632
18.06741,17.06387,16.67711,16.38874,16.2463,0.0427342
18.75958,16.95644,16.07404,15.66539,15.32863,0.04351526
17.59509,15.90758,15.22425,14.78087,14.52413,0.04355745
17.95883,16.00219,15.20308,14.75601,14.44684,0.04397953
19.56605,17.76794,16.93009,16.51697,16.20616,0.04347613
19.2146,18.16713,17.71912,17.46279,17.3091,0.04392201
18.33148,17.02513,16.421,16.07654,15.82826,0.04296209
18.26235,16.54729,15.60532,15.1422,14.8394,0.07357484
18.6882,17.74119,17.12487,16.74653,16.54522,0.07373677
18.24114,16.25892,15.3047,14.85527,14.5423,0.07215364
18.28453,16.54567,15.82153,15.42754,15.15091,0.07472344
20.35136,18.45209,17.45526,17.00961,16.64181,0.08795745
19.18945,17.01357,15.90328,15.35474,14.94707,0.07277717
19.19388,18.08161,17.54087,17.2153,16.98971,0.05622218
19.30623,17.72333,16.85957,16.40177,16.05544,0.04275325
20.27904,18.46953,17.55575,17.11944,16.81107,0.08365247
19.63069,18.36747,17.67831,17.28828,17.05682,0.07821551
18.26519,16.82504,16.12071,15.78202,15.51559,0.03865008
17.34352,15.48885,14.62405,14.20451,13.87691,0.03888577
19.36214,18.25699,17.86618,17.5977,17.42193,0.05709761
19.41077,17.97184,17.2418,16.85362,16.57029,0.03990503
17.62226,16.14218,15.36276,14.94519,14.62673,0.05427069
19.02997,17.23756,16.36618,15.9433,15.62945,0.05268486
18.72275,17.16092,16.3141,15.86483,15.55791,0.08220825
19.43371,17.48989,16.4927,16.02181,15.65901,0.08152726
19.56231,17.72145,16.74006,16.28169,15.91894,0.08785
19.42463,17.49095,16.5393,16.11081,15.79299,0.0875677
19.26024,17.28494,16.27852,15.82656,15.48655,0.08959053
20.15671,18.23436,17.16773,16.61908,16.15424,0.08472617
20.02142,18.35166,17.4474,17.03289,16.66456,0.0776805
19.54742,17.66027,16.64222,16.13396,15.76256,0.08538088
20.37256,18.58779,17.66292,17.26374,16.90631,0.08516178
19.247,17.96346,17.43382,17.16926,17.00514,0.07747033
24.78889,23.08219,21.81575,21.16396,20.43687,0.08707319
19.33365,17.9757,17.22771,16.76949,16.4566,0.07729953
19.30639,18.07617,17.48455,17.10687,16.89499,0.04512895
19.89098,17.99743,17.19958,16.79047,16.48585,0.07760298
20.02417,18.35391,17.54101,17.14457,16.8802,0.05123032
19.29881,17.5738,16.74723,16.28781,16.00118,0.06995662
17.6021,16.2359,15.56771,15.21269,14.9515,0.069764
19.0258,17.87197,17.49087,17.26387,17.10582,0.05804727
19.83114,18.01415,17.1157,16.68529,16.34837,0.08737153
18.90351,17.74243,17.23554,16.9038,16.80504,0.06491364
18.44136,17.06555,16.36065,15.94432,15.65577,0.06684694
18.42649,17.34002,16.9105,16.56183,16.4052,0.06992946
19.09378,17.18069,16.23128,15.70055,15.22321,0.03471375
19.31722,17.39493,16.48678,16.07042,15.71318,0.07080726
20.03192,18.3264,17.38343,16.97345,16.63432,0.08676702
20.15968,18.45675,17.52749,17.08666,16.75264,0.07026377
17.56806,16.38268,15.81975,15.44369,15.19369,0.04409122
18.22337,17.1938,16.82326,16.54531,16.39644,0.04467805
17.62401,16.18474,15.54152,15.13899,14.89838,0.05861373
18.21914,17.14501,16.60446,16.16904,16.02512,0.05840497
18.45813,16.78645,15.9827,15.58477,15.302,0.05793572
20.0263,18.18407,17.25099,16.79225,16.4348,0.08819213
19.67179,18.30695,17.67096,17.2911,17.03932,0.07710064
19.75961,18.43746,17.88018,17.53779,17.29438,0.07448252
19.08118,17.1839,16.29133,15.87014,15.53457,0.06468253
18.99685,17.2292,16.37383,15.92731,15.5997,0.08561133
16.58159,15.35605,14.77637,14.43936,14.18647,0.04565335
17.45574,16.64223,16.31715,16.12166,15.90564,0.08336419
18.16179,16.81291,16.19161,15.75486,15.56207,0.08368891
18.36806,17.34696,16.98669,16.72258,16.52581,0.0475889
18.53913,17.45448,16.96311,16.6034,16.47992,0.0842066
20.00356,18.01243,17.08386,16.64997,16.34101,0.07679157
19.68263,18.07706,17.21296,16.71471,16.35929,0.08521271
20.18979,18.30397,17.38949,16.98343,16.6574,0.08461425
19.98429,17.96647,16.94775,16.46749,16.06803,0.08525094
19.20826,17.84887,17.22026,16.84629,16.62019,0.08793307
19.4167,17.41965,16.4329,15.99358,15.60899,0.08821983
17.5752,15.60245,14.63883,14.21344,13.85449,0.08395238
20.42192,18.09765,17.16615,16.73039,16.38187,0.08323718
20.49392,18.68909,17.83143,17.43068,17.08139,0.08626337
20.50876,18.58529,17.70771,17.29295,16.92919,0.08382063
18.30225,16.33124,15.45522,15.04751,14.71332,0.06491762
18.19977,16.18921,15.25671,14.82799,14.46648,0.06502754
18.56549,17.29849,16.68588,16.31239,16.0597,0.06383968
20.18309,18.4327,17.50296,17.09245,16.73993,0.08443586
18.71194,17.38428,16.72403,16.34995,16.0904,0.06983577
19.5783,18.41521,17.78778,17.40689,17.21641,0.08886553
20.32501,18.52553,17.6022,17.18688,16.85291,0.08812667
18.97684,17.78158,17.18732,16.76418,16.50223,0.07280485
20.34405,18.67566,17.75258,17.25036,16.86104,0.08827484
17.49319,15.53202,14.58186,14.11206,13.79795,0.04526348
19.24612,17.79707,17.1165,16.71693,16.42833,0.04565933
17.52312,16.11988,15.57625,15.25449,15.03674,0.04281429
18.98666,17.66356,16.99842,16.6274,16.36504,0.08966059
19.70678,17.64249,16.67945,16.2367,15.87246,0.08847246
19.38931,17.99117,17.408,17.10687,16.81655,0.03264355
18.88212,17.80796,17.38452,17.13389,17.00496,0.03270648
19.03924,17.2045,16.2881,15.84864,15.48375,0.08995679
17.82291,15.90147,15.01124,14.57618,14.21995,0.03283051
19.97139,18.01768,16.98985,16.47662,16.05276,0.089852
19.6177,17.87938,17.04012,16.59261,16.24862,0.08745652
19.3041,17.5848,16.83829,16.47711,16.16986,0.03320398
19.90286,18.09299,17.17839,16.69507,16.30473,0.06505554
18.94403,17.45961,16.78061,16.41189,16.11902,0.03290842
19.55542,18.25061,17.66239,17.30381,17.06529,0.0876964
18.14175,17.0565,16.6244,16.33493,16.11714,0.04470943
18.55571,17.59396,17.31275,17.1161,16.966,0.03437575
20.28248,18.35046,17.44205,16.92269,16.48603,0.04447528
19.44071,17.99485,17.35039,16.9758,16.69045,0.06566764
18.38039,17.02025,16.38287,16.03368,15.77508,0.0695365
19.56834,17.50851,16.57809,16.14628,15.78695,0.06686294
18.68678,16.87318,16.00538,15.52333,15.22159,0.04634656
18.40841,16.8315,16.1427,15.72289,15.4353,0.04651895
17.59139,15.65117,14.7907,14.38917,14.0597,0.04611932
18.97622,17.1353,16.13906,15.59054,15.15579,0.06765883
18.70498,17.23423,16.5517,16.18321,15.91227,0.06256203
18.59652,17.28157,16.71329,16.36005,16.12741,0.05838413
17.95627,16.46152,15.72164,15.30538,15.0177,0.06864782
19.04204,17.87724,17.45017,17.21807,17.22886,0.05841528
19.61411,17.93013,17.18417,16.77535,16.51264,0.07031794
19.33492,17.25626,16.32616,15.91549,15.54986,0.08873131
20.04967,18.27127,17.34287,16.87048,16.47394,0.08919188
18.68823,17.60337,17.32386,17.12174,17.00394,0.0463312
